size,type,W,A,H_t,h,B,b,t_nom,t,lamb_f,lamb_w,I_x,Z_x,S_x,r_x,I_y,Z_y,S_y,r_y,J,C
HSS12X3X1/4,HSS,24.12 plf,6.63 in ** 2,12.0 in,11.3 in,3.0 in,2.3 in,0.25 in,0.233 in,9.88,48.5,103.0 in ** 4,22.9 in ** 3,17.2 in ** 3,3.94 in,11.1 in ** 4,8.28 in ** 3,7.38 in ** 3,1.29 in,34.5 in ** 4,15.1 in ** 3
HSS12X3X3/16,HSS,18.35 plf,5.02 in ** 2,12.0 in,11.5 in,3.0 in,2.48 in,0.1875 in,0.174 in,14.2,66,79.6 in ** 4,17.5 in ** 3,13.3 in ** 3,3.98 in,8.72 in ** 4,6.4 in ** 3,5.81 in ** 3,1.32 in,26.8 in ** 4,11.6 in ** 3
HSS12X2X5/16,HSS,27.59 plf,7.59 in ** 2,12.0 in,11.1 in,2.0 in,1.13 in,0.3125 in,0.291 in,3.87,38.2,104.0 in ** 4,24.5 in ** 3,17.4 in ** 3,3.71 in,5.1 in ** 4,6.05 in ** 3,5.1 in ** 3,0.82 in,17.6 in ** 4,11.6 in ** 3
HSS12X2X1/4,HSS,22.42 plf,6.17 in ** 2,12.0 in,11.3 in,2.0 in,1.3 in,0.25 in,0.233 in,5.58,48.5,86.9 in ** 4,20.1 in ** 3,14.5 in ** 3,3.75 in,4.41 in ** 4,5.08 in ** 3,4.41 in ** 3,0.845 in,15.1 in ** 4,9.64 in ** 3
HSS12X2X3/16,HSS,17.08 plf,4.67 in ** 2,12.0 in,11.5 in,2.0 in,1.48 in,0.1875 in,0.174 in,8.49,66,67.4 in ** 4,15.5 in ** 3,11.2 in ** 3,3.8 in,3.55 in ** 4,3.97 in ** 3,3.55 in ** 3,0.872 in,12.0 in ** 4,7.49 in ** 3
HSS10X10X3/4,HSS,89.5 plf,24.7 in ** 2,10.0 in,7.91 in,10.0 in,7.91 in,0.75 in,0.698 in,11.3,11.3,347.0 in ** 4,84.7 in ** 3,69.4 in ** 3,3.75 in,347.0 in ** 4,84.7 in ** 3,69.4 in ** 3,3.75 in,578.0 in ** 4,119.0 in ** 3
HSS10X10X5/8,HSS,76.33 plf,21.0 in ** 2,10.0 in,8.26 in,10.0 in,8.26 in,0.625 in,0.581 in,14.2,14.2,304.0 in ** 4,73.2 in ** 3,60.8 in ** 3,3.8 in,304.0 in ** 4,73.2 in ** 3,60.8 in ** 3,3.8 in,498.0 in ** 4,102.0 in ** 3
HSS10X10X1/2,HSS,62.46 plf,17.2 in ** 2,10.0 in,8.6 in,10.0 in,8.6 in,0.5 in,0.465 in,18.5,18.5,256.0 in ** 4,60.7 in ** 3,51.2 in ** 3,3.86 in,256.0 in ** 4,60.7 in ** 3,51.2 in ** 3,3.86 in,412.0 in ** 4,84.2 in ** 3
HSS10X10X3/8,HSS,47.9 plf,13.2 in ** 2,10.0 in,8.95 in,10.0 in,8.95 in,0.375 in,0.349 in,25.7,25.7,202.0 in ** 4,47.2 in ** 3,40.4 in ** 3,3.92 in,202.0 in ** 4,47.2 in ** 3,40.4 in ** 3,3.92 in,320.0 in ** 4,64.8 in ** 3
HSS10X10X5/16,HSS,40.35 plf,11.1 in ** 2,10.0 in,9.13 in,10.0 in,9.13 in,0.3125 in,0.291 in,31.4,31.4,172.0 in ** 4,40.1 in ** 3,34.5 in ** 3,3.94 in,172.0 in ** 4,40.1 in ** 3,34.5 in ** 3,3.94 in,271.0 in ** 4,54.8 in ** 3
HSS10X10X1/4,HSS,32.63 plf,8.96 in ** 2,10.0 in,9.3 in,10.0 in,9.3 in,0.25 in,0.233 in,39.9,39.9,141.0 in ** 4,32.7 in ** 3,28.3 in ** 3,3.97 in,141.0 in ** 4,32.7 in ** 3,28.3 in ** 3,3.97 in,220.0 in ** 4,44.4 in ** 3
HSS10X10X3/16,HSS,24.73 plf,6.76 in ** 2,10.0 in,9.48 in,10.0 in,9.48 in,0.1875 in,0.174 in,54.5,54.5,108.0 in ** 4,24.8 in ** 3,21.6 in ** 3,4.0 in,108.0 in ** 4,24.8 in ** 3,21.6 in ** 3,4.0 in,167.0 in ** 4,33.6 in ** 3
HSS10X8X5/8,HSS,67.82 plf,18.7 in ** 2,10.0 in,8.26 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,14.2,253.0 in ** 4,62.2 in ** 3,50.5 in ** 3,3.68 in,178.0 in ** 4,53.3 in ** 3,44.5 in ** 3,3.09 in,346.0 in ** 4,80.4 in ** 3
HSS10X8X1/2,HSS,55.66 plf,15.3 in ** 2,10.0 in,8.6 in,8.0 in,6.6 in,0.5 in,0.465 in,14.2,18.5,214.0 in ** 4,51.9 in ** 3,42.7 in ** 3,3.73 in,151.0 in ** 4,44.5 in ** 3,37.8 in ** 3,3.14 in,288.0 in ** 4,66.4 in ** 3
HSS10X8X3/8,HSS,42.79 plf,11.8 in ** 2,10.0 in,8.95 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,25.7,169.0 in ** 4,40.5 in ** 3,33.9 in ** 3,3.79 in,120.0 in ** 4,34.8 in ** 3,30.0 in ** 3,3.19 in,224.0 in ** 4,51.4 in ** 3
HSS10X8X5/16,HSS,36.1 plf,9.92 in ** 2,10.0 in,9.13 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,31.4,145.0 in ** 4,34.4 in ** 3,29.0 in ** 3,3.82 in,103.0 in ** 4,29.6 in ** 3,25.7 in ** 3,3.22 in,190.0 in ** 4,43.5 in ** 3
HSS10X8X1/4,HSS,29.23 plf,8.03 in ** 2,10.0 in,9.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,39.9,119.0 in ** 4,28.1 in ** 3,23.8 in ** 3,3.85 in,84.7 in ** 4,24.2 in ** 3,21.2 in ** 3,3.25 in,155.0 in ** 4,35.3 in ** 3
HSS10X8X3/16,HSS,22.18 plf,6.06 in ** 2,10.0 in,9.48 in,8.0 in,7.48 in,0.1875 in,0.174 in,43,54.5,91.4 in ** 4,21.4 in ** 3,18.3 in ** 3,3.88 in,65.1 in ** 4,18.4 in ** 3,16.3 in ** 3,3.28 in,118.0 in ** 4,26.7 in ** 3
HSS10X6X5/8,HSS,59.32 plf,16.4 in ** 2,10.0 in,8.26 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,14.2,201.0 in ** 4,51.3 in ** 3,40.2 in ** 3,3.5 in,89.4 in ** 4,35.8 in ** 3,29.8 in ** 3,2.34 in,209.0 in ** 4,58.6 in ** 3
HSS10X6X1/2,HSS,48.85 plf,13.5 in ** 2,10.0 in,8.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,18.5,171.0 in ** 4,43.0 in ** 3,34.3 in ** 3,3.57 in,76.8 in ** 4,30.1 in ** 3,25.6 in ** 3,2.39 in,176.0 in ** 4,48.7 in ** 3
HSS10X6X3/8,HSS,37.69 plf,10.4 in ** 2,10.0 in,8.95 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,25.7,137.0 in ** 4,33.8 in ** 3,27.4 in ** 3,3.63 in,61.8 in ** 4,23.7 in ** 3,20.6 in ** 3,2.44 in,139.0 in ** 4,37.9 in ** 3
HSS10X6X5/16,HSS,31.84 plf,8.76 in ** 2,10.0 in,9.13 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,31.4,118.0 in ** 4,28.8 in ** 3,23.5 in ** 3,3.66 in,53.3 in ** 4,20.2 in ** 3,17.8 in ** 3,2.47 in,118.0 in ** 4,32.2 in ** 3
HSS10X6X1/4,HSS,25.82 plf,7.1 in ** 2,10.0 in,9.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,39.9,96.9 in ** 4,23.6 in ** 3,19.4 in ** 3,3.69 in,44.1 in ** 4,16.6 in ** 3,14.7 in ** 3,2.49 in,96.7 in ** 4,26.2 in ** 3
HSS10X6X3/16,HSS,19.63 plf,5.37 in ** 2,10.0 in,9.48 in,6.0 in,5.48 in,0.1875 in,0.174 in,31.5,54.5,74.6 in ** 4,18.0 in ** 3,14.9 in ** 3,3.73 in,34.1 in ** 4,12.7 in ** 3,11.4 in ** 3,2.52 in,73.8 in ** 4,19.9 in ** 3
HSS10X5X3/8,HSS,35.13 plf,9.67 in ** 2,10.0 in,8.95 in,5.0 in,3.95 in,0.375 in,0.349 in,11.3,25.7,120.0 in ** 4,30.4 in ** 3,24.1 in ** 3,3.53 in,40.6 in ** 4,18.7 in ** 3,16.2 in ** 3,2.05 in,100.0 in ** 4,31.2 in ** 3
HSS10X5X5/16,HSS,29.72 plf,8.17 in ** 2,10.0 in,9.13 in,5.0 in,4.13 in,0.3125 in,0.291 in,14.2,31.4,104.0 in ** 4,26.0 in ** 3,20.8 in ** 3,3.56 in,35.2 in ** 4,16.0 in ** 3,14.1 in ** 3,2.07 in,86.0 in ** 4,26.5 in ** 3
HSS10X5X1/4,HSS,24.12 plf,6.63 in ** 2,10.0 in,9.3 in,5.0 in,4.3 in,0.25 in,0.233 in,18.5,39.9,85.8 in ** 4,21.3 in ** 3,17.2 in ** 3,3.6 in,29.3 in ** 4,13.2 in ** 3,11.7 in ** 3,2.1 in,70.7 in ** 4,21.6 in ** 3
HSS10X4X5/8,HSS,50.81 plf,14.0 in ** 2,10.0 in,8.26 in,4.0 in,2.26 in,0.625 in,0.581 in,3.88,14.2,149.0 in ** 4,40.3 in ** 3,29.9 in ** 3,3.26 in,33.5 in ** 4,20.6 in ** 3,16.8 in ** 3,1.54 in,95.7 in ** 4,36.7 in ** 3
HSS10X4X1/2,HSS,42.05 plf,11.6 in ** 2,10.0 in,8.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,18.5,129.0 in ** 4,34.1 in ** 3,25.8 in ** 3,3.34 in,29.5 in ** 4,17.6 in ** 3,14.7 in ** 3,1.59 in,82.6 in ** 4,31.0 in ** 3
HSS10X4X3/8,HSS,32.58 plf,8.97 in ** 2,10.0 in,8.95 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,25.7,104.0 in ** 4,27.0 in ** 3,20.8 in ** 3,3.41 in,24.3 in ** 4,14.0 in ** 3,12.1 in ** 3,1.64 in,66.5 in ** 4,24.4 in ** 3
HSS10X4X5/16,HSS,27.59 plf,7.59 in ** 2,10.0 in,9.13 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,31.4,90.1 in ** 4,23.1 in ** 3,18.0 in ** 3,3.44 in,21.2 in ** 4,12.1 in ** 3,10.6 in ** 3,1.67 in,57.3 in ** 4,20.9 in ** 3
HSS10X4X1/4,HSS,22.42 plf,6.17 in ** 2,10.0 in,9.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,39.9,74.7 in ** 4,19.0 in ** 3,14.9 in ** 3,3.48 in,17.7 in ** 4,10.0 in ** 3,8.87 in ** 3,1.7 in,47.4 in ** 4,17.1 in ** 3
HSS10X4X3/16,HSS,17.08 plf,4.67 in ** 2,10.0 in,9.48 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,54.5,57.8 in ** 4,14.6 in ** 3,11.6 in ** 3,3.52 in,13.9 in ** 4,7.66 in ** 3,6.93 in ** 3,1.72 in,36.5 in ** 4,13.1 in ** 3
HSS10X4X1/8,HSS,11.56 plf,3.16 in ** 2,10.0 in,9.65 in,4.0 in,3.65 in,0.125 in,0.116 in,31.5,83.2,39.8 in ** 4,10.0 in ** 3,7.97 in ** 3,3.55 in,9.65 in ** 4,5.26 in ** 3,4.83 in ** 3,1.75 in,25.1 in ** 4,8.9 in ** 3
HSS10X3-1/2X3/8,HSS,31.31 plf,8.62 in ** 2,10.0 in,8.95 in,3.5 in,2.45 in,0.375 in,0.349 in,7.03,25.7,96.1 in ** 4,25.3 in ** 3,19.2 in ** 3,3.34 in,17.8 in ** 4,11.8 in ** 3,10.2 in ** 3,1.44 in,51.5 in ** 4,21.1 in ** 3
HSS10X3-1/2X5/16,HSS,26.53 plf,7.3 in ** 2,10.0 in,9.13 in,3.5 in,2.63 in,0.3125 in,0.291 in,9.03,31.4,83.2 in ** 4,21.7 in ** 3,16.6 in ** 3,3.38 in,15.6 in ** 4,10.2 in ** 3,8.92 in ** 3,1.46 in,44.6 in ** 4,18.0 in ** 3
HSS10X3-1/2X1/4,HSS,21.57 plf,5.93 in ** 2,10.0 in,9.3 in,3.5 in,2.8 in,0.25 in,0.233 in,12,39.9,69.1 in ** 4,17.9 in ** 3,13.8 in ** 3,3.41 in,13.1 in ** 4,8.45 in ** 3,7.51 in ** 3,1.49 in,37.0 in ** 4,14.8 in ** 3
HSS10X3-1/2X3/16,HSS,16.44 plf,4.5 in ** 2,10.0 in,9.48 in,3.5 in,2.98 in,0.1875 in,0.174 in,17.1,54.5,53.6 in ** 4,13.7 in ** 3,10.7 in ** 3,3.45 in,10.3 in ** 4,6.52 in ** 3,5.89 in ** 3,1.51 in,28.6 in ** 4,11.4 in ** 3
HSS10X3X3/8,HSS,30.03 plf,8.27 in ** 2,10.0 in,8.95 in,3.0 in,1.95 in,0.375 in,0.349 in,5.6,25.7,88.0 in ** 4,23.7 in ** 3,17.6 in ** 3,3.26 in,12.4 in ** 4,9.73 in ** 3,8.28 in ** 3,1.22 in,37.8 in ** 4,17.7 in ** 3
HSS10X3X5/16,HSS,25.46 plf,7.01 in ** 2,10.0 in,9.13 in,3.0 in,2.13 in,0.3125 in,0.291 in,7.31,31.4,76.3 in ** 4,20.3 in ** 3,15.3 in ** 3,3.3 in,11.0 in ** 4,8.42 in ** 3,7.3 in ** 3,1.25 in,33.0 in ** 4,15.2 in ** 3
HSS10X3X1/4,HSS,20.72 plf,5.7 in ** 2,10.0 in,9.3 in,3.0 in,2.3 in,0.25 in,0.233 in,9.88,39.9,63.6 in ** 4,16.7 in ** 3,12.7 in ** 3,3.34 in,9.28 in ** 4,6.99 in ** 3,6.19 in ** 3,1.28 in,27.6 in ** 4,12.5 in ** 3
HSS10X3X3/16,HSS,15.8 plf,4.32 in ** 2,10.0 in,9.48 in,3.0 in,2.48 in,0.1875 in,0.174 in,14.2,54.5,49.4 in ** 4,12.8 in ** 3,9.87 in ** 3,3.38 in,7.33 in ** 4,5.41 in ** 3,4.89 in ** 3,1.3 in,21.5 in ** 4,9.64 in ** 3
HSS10X3X1/8,HSS,10.71 plf,2.93 in ** 2,10.0 in,9.65 in,3.0 in,2.65 in,0.125 in,0.116 in,22.9,83.2,34.2 in ** 4,8.8 in ** 3,6.83 in ** 3,3.42 in,5.16 in ** 4,3.74 in ** 3,3.44 in ** 3,1.33 in,14.9 in ** 4,6.61 in ** 3
HSS10X2X3/8,HSS,27.48 plf,7.58 in ** 2,10.0 in,8.95 in,2.0 in,0.953 in,0.375 in,0.349 in,2.73,25.7,71.7 in ** 4,20.3 in ** 3,14.3 in ** 3,3.08 in,4.7 in ** 4,5.76 in ** 3,4.7 in ** 3,0.787 in,15.9 in ** 4,11.0 in ** 3
HSS10X2X5/16,HSS,23.34 plf,6.43 in ** 2,10.0 in,9.13 in,2.0 in,1.13 in,0.3125 in,0.291 in,3.87,31.4,62.6 in ** 4,17.5 in ** 3,12.5 in ** 3,3.12 in,4.24 in ** 4,5.06 in ** 3,4.24 in ** 3,0.812 in,14.2 in ** 4,9.56 in ** 3
HSS10X2X1/4,HSS,19.02 plf,5.24 in ** 2,10.0 in,9.3 in,2.0 in,1.3 in,0.25 in,0.233 in,5.58,39.9,52.5 in ** 4,14.4 in ** 3,10.5 in ** 3,3.17 in,3.67 in ** 4,4.26 in ** 3,3.67 in ** 3,0.838 in,12.2 in ** 4,7.99 in ** 3
HSS10X2X3/16,HSS,14.53 plf,3.98 in ** 2,10.0 in,9.48 in,2.0 in,1.48 in,0.1875 in,0.174 in,8.49,54.5,41.0 in ** 4,11.1 in ** 3,8.19 in ** 3,3.21 in,2.97 in ** 4,3.34 in ** 3,2.97 in ** 3,0.864 in,9.74 in ** 4,6.22 in ** 3
HSS10X2X1/8,HSS,9.86 plf,2.7 in ** 2,10.0 in,9.65 in,2.0 in,1.65 in,0.125 in,0.116 in,14.2,83.2,28.5 in ** 4,7.65 in ** 3,5.7 in ** 3,3.25 in,2.14 in ** 4,2.33 in ** 3,2.14 in ** 3,0.89 in,6.9 in ** 4,4.31 in ** 3
HSS9X9X5/8,HSS,67.82 plf,18.7 in ** 2,9.0 in,7.26 in,9.0 in,7.26 in,0.625 in,0.581 in,12.5,12.5,216.0 in ** 4,58.1 in ** 3,47.9 in ** 3,3.4 in,216.0 in ** 4,58.1 in ** 3,47.9 in ** 3,3.4 in,356.0 in ** 4,81.6 in ** 3
HSS9X9X1/2,HSS,55.66 plf,15.3 in ** 2,9.0 in,7.6 in,9.0 in,7.6 in,0.5 in,0.465 in,16.4,16.4,183.0 in ** 4,48.4 in ** 3,40.6 in ** 3,3.45 in,183.0 in ** 4,48.4 in ** 3,40.6 in ** 3,3.45 in,296.0 in ** 4,67.4 in ** 3
HSS9X9X3/8,HSS,42.79 plf,11.8 in ** 2,9.0 in,7.95 in,9.0 in,7.95 in,0.375 in,0.349 in,22.8,22.8,145.0 in ** 4,37.8 in ** 3,32.2 in ** 3,3.51 in,145.0 in ** 4,37.8 in ** 3,32.2 in ** 3,3.51 in,231.0 in ** 4,52.1 in ** 3
HSS9X9X5/16,HSS,36.1 plf,9.92 in ** 2,9.0 in,8.13 in,9.0 in,8.13 in,0.3125 in,0.291 in,27.9,27.9,124.0 in ** 4,32.1 in ** 3,27.6 in ** 3,3.54 in,124.0 in ** 4,32.1 in ** 3,27.6 in ** 3,3.54 in,196.0 in ** 4,44.0 in ** 3
HSS9X9X1/4,HSS,29.23 plf,8.03 in ** 2,9.0 in,8.3 in,9.0 in,8.3 in,0.25 in,0.233 in,35.6,35.6,102.0 in ** 4,26.2 in ** 3,22.7 in ** 3,3.56 in,102.0 in ** 4,26.2 in ** 3,22.7 in ** 3,3.56 in,159.0 in ** 4,35.8 in ** 3
HSS9X9X3/16,HSS,22.18 plf,6.06 in ** 2,9.0 in,8.48 in,9.0 in,8.48 in,0.1875 in,0.174 in,48.7,48.7,78.2 in ** 4,20.0 in ** 3,17.4 in ** 3,3.59 in,78.2 in ** 4,20.0 in ** 3,17.4 in ** 3,3.59 in,121.0 in ** 4,27.1 in ** 3
HSS9X9X1/8,HSS,14.96 plf,4.09 in ** 2,9.0 in,8.65 in,9.0 in,8.65 in,0.125 in,0.116 in,74.6,74.6,53.5 in ** 4,13.6 in ** 3,11.9 in ** 3,3.62 in,53.5 in ** 4,13.6 in ** 3,11.9 in ** 3,3.62 in,82.0 in ** 4,18.3 in ** 3
HSS9X7X5/8,HSS,59.32 plf,16.4 in ** 2,9.0 in,7.26 in,7.0 in,5.26 in,0.625 in,0.581 in,9.05,12.5,174.0 in ** 4,48.3 in ** 3,38.7 in ** 3,3.26 in,117.0 in ** 4,40.5 in ** 3,33.5 in ** 3,2.68 in,235.0 in ** 4,62.0 in ** 3
HSS9X7X1/2,HSS,48.85 plf,13.5 in ** 2,9.0 in,7.6 in,7.0 in,5.6 in,0.5 in,0.465 in,12.1,16.4,149.0 in ** 4,40.5 in ** 3,33.0 in ** 3,3.32 in,100.0 in ** 4,34.0 in ** 3,28.7 in ** 3,2.73 in,197.0 in ** 4,51.5 in ** 3
HSS9X7X3/8,HSS,37.69 plf,10.4 in ** 2,9.0 in,7.95 in,7.0 in,5.95 in,0.375 in,0.349 in,17.1,22.8,119.0 in ** 4,31.8 in ** 3,26.4 in ** 3,3.38 in,80.4 in ** 4,26.7 in ** 3,23.0 in ** 3,2.78 in,154.0 in ** 4,40.0 in ** 3
HSS9X7X5/16,HSS,31.84 plf,8.76 in ** 2,9.0 in,8.13 in,7.0 in,6.13 in,0.3125 in,0.291 in,21.1,27.9,102.0 in ** 4,27.1 in ** 3,22.6 in ** 3,3.41 in,69.2 in ** 4,22.8 in ** 3,19.8 in ** 3,2.81 in,131.0 in ** 4,33.9 in ** 3
HSS9X7X1/4,HSS,25.82 plf,7.1 in ** 2,9.0 in,8.3 in,7.0 in,6.3 in,0.25 in,0.233 in,27,35.6,84.1 in ** 4,22.2 in ** 3,18.7 in ** 3,3.44 in,57.2 in ** 4,18.7 in ** 3,16.3 in ** 3,2.84 in,107.0 in ** 4,27.6 in ** 3
HSS9X7X3/16,HSS,19.63 plf,5.37 in ** 2,9.0 in,8.48 in,7.0 in,6.48 in,0.1875 in,0.174 in,37.2,48.7,64.7 in ** 4,16.9 in ** 3,14.4 in ** 3,3.47 in,44.1 in ** 4,14.3 in ** 3,12.6 in ** 3,2.87 in,81.7 in ** 4,20.9 in ** 3
HSS9X5X5/8,HSS,50.81 plf,14.0 in ** 2,9.0 in,7.26 in,5.0 in,3.26 in,0.625 in,0.581 in,5.61,12.5,133.0 in ** 4,38.5 in ** 3,29.6 in ** 3,3.08 in,52.0 in ** 4,25.3 in ** 3,20.8 in ** 3,1.92 in,128.0 in ** 4,42.5 in ** 3
HSS9X5X1/2,HSS,42.05 plf,11.6 in ** 2,9.0 in,7.6 in,5.0 in,3.6 in,0.5 in,0.465 in,7.75,16.4,115.0 in ** 4,32.5 in ** 3,25.5 in ** 3,3.14 in,45.2 in ** 4,21.5 in ** 3,18.1 in ** 3,1.97 in,109.0 in ** 4,35.6 in ** 3
HSS9X5X3/8,HSS,32.58 plf,8.97 in ** 2,9.0 in,7.95 in,5.0 in,3.95 in,0.375 in,0.349 in,11.3,22.8,92.5 in ** 4,25.7 in ** 3,20.5 in ** 3,3.21 in,36.8 in ** 4,17.1 in ** 3,14.7 in ** 3,2.03 in,86.9 in ** 4,27.9 in ** 3
HSS9X5X5/16,HSS,27.59 plf,7.59 in ** 2,9.0 in,8.13 in,5.0 in,4.13 in,0.3125 in,0.291 in,14.2,27.9,79.8 in ** 4,22.0 in ** 3,17.7 in ** 3,3.24 in,32.0 in ** 4,14.6 in ** 3,12.8 in ** 3,2.05 in,74.4 in ** 4,23.8 in ** 3
HSS9X5X1/4,HSS,22.42 plf,6.17 in ** 2,9.0 in,8.3 in,5.0 in,4.3 in,0.25 in,0.233 in,18.5,35.6,66.1 in ** 4,18.1 in ** 3,14.7 in ** 3,3.27 in,26.6 in ** 4,12.0 in ** 3,10.6 in ** 3,2.08 in,61.2 in ** 4,19.4 in ** 3
HSS9X5X3/16,HSS,17.08 plf,4.67 in ** 2,9.0 in,8.48 in,5.0 in,4.48 in,0.1875 in,0.174 in,25.7,48.7,51.1 in ** 4,13.8 in ** 3,11.4 in ** 3,3.31 in,20.7 in ** 4,9.25 in ** 3,8.28 in ** 3,2.1 in,46.9 in ** 4,14.8 in ** 3
HSS9X3X1/2,HSS,35.24 plf,9.74 in ** 2,9.0 in,7.6 in,3.0 in,1.6 in,0.5 in,0.465 in,3.45,16.4,80.8 in ** 4,24.6 in ** 3,18.0 in ** 3,2.88 in,13.2 in ** 4,10.8 in ** 3,8.81 in ** 3,1.17 in,40.0 in ** 4,19.7 in ** 3
HSS9X3X3/8,HSS,27.48 plf,7.58 in ** 2,9.0 in,7.95 in,3.0 in,1.95 in,0.375 in,0.349 in,5.6,22.8,66.3 in ** 4,19.7 in ** 3,14.7 in ** 3,2.96 in,11.2 in ** 4,8.8 in ** 3,7.45 in ** 3,1.21 in,33.1 in ** 4,15.8 in ** 3
HSS9X3X5/16,HSS,23.34 plf,6.43 in ** 2,9.0 in,8.13 in,3.0 in,2.13 in,0.3125 in,0.291 in,7.31,27.9,57.7 in ** 4,16.9 in ** 3,12.8 in ** 3,3.0 in,9.88 in ** 4,7.63 in ** 3,6.59 in ** 3,1.24 in,28.9 in ** 4,13.6 in ** 3
HSS9X3X1/4,HSS,19.02 plf,5.24 in ** 2,9.0 in,8.3 in,3.0 in,2.3 in,0.25 in,0.233 in,9.88,35.6,48.2 in ** 4,14.0 in ** 3,10.7 in ** 3,3.04 in,8.38 in ** 4,6.35 in ** 3,5.59 in ** 3,1.27 in,24.2 in ** 4,11.3 in ** 3
HSS9X3X3/16,HSS,14.53 plf,3.98 in ** 2,9.0 in,8.48 in,3.0 in,2.48 in,0.1875 in,0.174 in,14.2,48.7,37.6 in ** 4,10.8 in ** 3,8.35 in ** 3,3.07 in,6.64 in ** 4,4.92 in ** 3,4.42 in ** 3,1.29 in,18.9 in ** 4,8.66 in ** 3
HSS8X8X5/8,HSS,59.32 plf,16.4 in ** 2,8.0 in,6.26 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,10.8,146.0 in ** 4,44.7 in ** 3,36.5 in ** 3,2.99 in,146.0 in ** 4,44.7 in ** 3,36.5 in ** 3,2.99 in,244.0 in ** 4,63.2 in ** 3
HSS8X8X1/2,HSS,48.85 plf,13.5 in ** 2,8.0 in,6.6 in,8.0 in,6.6 in,0.5 in,0.465 in,14.2,14.2,125.0 in ** 4,37.5 in ** 3,31.2 in ** 3,3.04 in,125.0 in ** 4,37.5 in ** 3,31.2 in ** 3,3.04 in,204.0 in ** 4,52.4 in ** 3
HSS8X8X3/8,HSS,37.69 plf,10.4 in ** 2,8.0 in,6.95 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,19.9,100.0 in ** 4,29.4 in ** 3,24.9 in ** 3,3.1 in,100.0 in ** 4,29.4 in ** 3,24.9 in ** 3,3.1 in,160.0 in ** 4,40.7 in ** 3
HSS8X8X5/16,HSS,31.84 plf,8.76 in ** 2,8.0 in,7.13 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,24.5,85.6 in ** 4,25.1 in ** 3,21.4 in ** 3,3.13 in,85.6 in ** 4,25.1 in ** 3,21.4 in ** 3,3.13 in,136.0 in ** 4,34.5 in ** 3
HSS8X8X1/4,HSS,25.82 plf,7.1 in ** 2,8.0 in,7.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,31.3,70.7 in ** 4,20.5 in ** 3,17.7 in ** 3,3.15 in,70.7 in ** 4,20.5 in ** 3,17.7 in ** 3,3.15 in,111.0 in ** 4,28.1 in ** 3
HSS8X8X3/16,HSS,19.63 plf,5.37 in ** 2,8.0 in,7.48 in,8.0 in,7.48 in,0.1875 in,0.174 in,43,43,54.4 in ** 4,15.7 in ** 3,13.6 in ** 3,3.18 in,54.4 in ** 4,15.7 in ** 3,13.6 in ** 3,3.18 in,84.5 in ** 4,21.3 in ** 3
HSS8X8X1/8,HSS,13.26 plf,3.62 in ** 2,8.0 in,7.65 in,8.0 in,7.65 in,0.125 in,0.116 in,66,66,37.4 in ** 4,10.7 in ** 3,9.34 in ** 3,3.21 in,37.4 in ** 4,10.7 in ** 3,9.34 in ** 3,3.21 in,57.3 in ** 4,14.4 in ** 3
HSS8X6X5/8,HSS,50.81 plf,14.0 in ** 2,8.0 in,6.26 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,10.8,114.0 in ** 4,36.1 in ** 3,28.5 in ** 3,2.85 in,72.3 in ** 4,29.5 in ** 3,24.1 in ** 3,2.27 in,150.0 in ** 4,46.0 in ** 3
HSS8X6X1/2,HSS,42.05 plf,11.6 in ** 2,8.0 in,6.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,14.2,98.2 in ** 4,30.5 in ** 3,24.6 in ** 3,2.91 in,62.5 in ** 4,24.9 in ** 3,20.8 in ** 3,2.32 in,127.0 in ** 4,38.4 in ** 3
HSS8X6X3/8,HSS,32.58 plf,8.97 in ** 2,8.0 in,6.95 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,19.9,79.1 in ** 4,24.1 in ** 3,19.8 in ** 3,2.97 in,50.6 in ** 4,19.8 in ** 3,16.9 in ** 3,2.38 in,100.0 in ** 4,30.0 in ** 3
